URL,Model Name,Model ID,Modified At,Size,Digest,Family,Families,Parameter Size,Quantization Level
http://114.34.28.79:11434/api/tags,deepseek-coder:latest,deepseek-coder:latest,2024-12-04T15:53:24.002187927+08:00,776080839,3ddd2d3fc8d2b5fe039d18f859271132fd9c7960ef0be1864984442dc2a915d3,llama,llama,1B,Q4_0
http://114.34.28.79:11434/api/tags,llama3.2-vision:latest,llama3.2-vision:latest,2024-12-03T22:12:49.764627307+08:00,7901829417,38107a0cd11910a31c300fcfd1e9a107b2928e56ebabd14598702170b004773e,mllama,"mllama,mllama",9.8B,Q4_K_M
http://114.34.28.79:11434/api/tags,llama3.2-vision:90b,llama3.2-vision:90b,2024-12-02T22:07:40.035234223+08:00,54713024426,2ba4f038aab3b768d39b953684654570e03db0b0ce8bf96e27562c917ff98b36,mllama,"mllama,mllama",87.7B,Q4_K_M
http://114.34.28.79:11434/api/tags,deepseek-v2.5:latest,deepseek-v2.5:latest,2024-12-02T17:30:54.427686793+08:00,132912472044,409b2dd8a3c46a9e92dcfe317e016539c047c48aac3bc54cd4f11df310885ded,deepseek2,deepseek2,235.7B,Q4_0
http://114.34.28.79:11434/api/tags,llama3.1:70b,llama3.1:70b,2024-10-24T15:09:11.835079749+08:00,39969751439,c0df3564cfe84c762092864d37bf9b28276a7d283895242588ffcc7582c98f02,llama,llama,70.6B,Q4_0
http://61.219.81.194:11434/api/tags,qwen2.5:latest,qwen2.5:latest,2025-02-09T21:56:37.700969619+08:00,4683087332,845dbda0ea48ed749caafd9e6037047aa19acfcfd82e704d7ca97d631a0b697e,qwen2,qwen2,7.6B,Q4_K_M
http://61.219.81.194:11434/api/tags,deepseek-r1:8b,deepseek-r1:8b,2025-02-09T17:20:29.796809364+08:00,4920738407,28f8fd6cdc677661426adab9338ce3c013d7e69a5bea9e704b364171a5d61a10,llama,llama,8.0B,Q4_K_M
http://61.219.81.194:11434/api/tags,llama3:latest,llama3:latest,2025-01-24T14:37:01.797670713+08:00,4661224676,365c0bd3c000a25d28ddbf732fe1c6add414de7275464c4e4d1c3b5fcb5d8ad1,llama,llama,8.0B,Q4_0
http://61.219.81.194:11434/api/tags,bge-m3:latest,bge-m3:latest,2025-01-23T14:28:29.766589716+08:00,1157672605,7907646426070047a77226ac3e684fbbe8410524f7b4a74d02837e43f2146bab,bert,bert,566.70M,F16
http://61.219.81.194:11434/api/tags,nomic-embed-text:latest,nomic-embed-text:latest,2025-01-23T12:11:56.696387238+08:00,274302450,0a109f422b47e3a30ba2b10eca18548e944e8a23073ee3f3e947efcf3c45e59f,nomic-bert,nomic-bert,137M,F16
http://61.219.81.194:11434/api/tags,mistral:latest,mistral:latest,2025-01-22T14:45:35.717702429+08:00,4113301824,f974a74358d62a017b37c6f424fcdf2744ca02926c4f952513ddf474b2fa5091,llama,llama,7.2B,Q4_0
http://43.159.43.41:11434/api/tags,deepseek-r1:14b,deepseek-r1:14b,2025-01-29T00:21:16.222777265+08:00,8988112040,ea35dfe18182f635ee2b214ea30b7520fe1ada68da018f8b395b444b662d4f1a,qwen2,qwen2,14.8B,Q4_K_M
http://43.159.43.41:11434/api/tags,deepseek-r1:latest,deepseek-r1:latest,2025-01-28T09:22:55.337836947+08:00,4683075271,0a8c266910232fd3291e71e5ba1e058cc5af9d411192cf88b6d30e92b6e73163,qwen2,qwen2,7.6B,Q4_K_M
http://43.159.43.41:11434/api/tags,deepseek-r1:14b,deepseek-r1:14b,2025-01-29T00:21:16.222777265+08:00,8988112040,ea35dfe18182f635ee2b214ea30b7520fe1ada68da018f8b395b444b662d4f1a,qwen2,qwen2,14.8B,Q4_K_M
http://43.159.43.41:11434/api/tags,deepseek-r1:latest,deepseek-r1:latest,2025-01-28T09:22:55.337836947+08:00,4683075271,0a8c266910232fd3291e71e5ba1e058cc5af9d411192cf88b6d30e92b6e73163,qwen2,qwen2,7.6B,Q4_K_M
http://122.116.109.94:11434/api/tags,llama3.2:latest,llama3.2:latest,2025-01-29T17:51:29.109650202Z,2019393189,a80c4f17acd55265feec403c7aef86be0c25983ab279d83f3bcd3abbcb5b8b72,llama,llama,3.2B,Q4_K_M
http://114.34.28.79:11434/api/tags,qwen2:72b,qwen2:72b,2025-01-09T09:03:29.532489733+08:00,41231744117,93563ef658b23ff5341f9d6b1660c62cfb903335c21bdb6113ef9c838e7fcf54,qwen2,qwen2,72.7B,Q4_0
http://114.34.28.79:11434/api/tags,deepseek-coder:latest,deepseek-coder:latest,2024-12-04T15:53:24.002187927+08:00,776080839,3ddd2d3fc8d2b5fe039d18f859271132fd9c7960ef0be1864984442dc2a915d3,llama,llama,1B,Q4_0
http://114.34.28.79:11434/api/tags,llama3.2-vision:latest,llama3.2-vision:latest,2024-12-03T22:12:49.764627307+08:00,7901829417,38107a0cd11910a31c300fcfd1e9a107b2928e56ebabd14598702170b004773e,mllama,"mllama,mllama",9.8B,Q4_K_M
http://114.34.28.79:11434/api/tags,llama3.2-vision:90b,llama3.2-vision:90b,2024-12-02T22:07:40.035234223+08:00,54713024426,2ba4f038aab3b768d39b953684654570e03db0b0ce8bf96e27562c917ff98b36,mllama,"mllama,mllama",87.7B,Q4_K_M
http://114.34.28.79:11434/api/tags,deepseek-v2.5:latest,deepseek-v2.5:latest,2024-12-02T17:30:54.427686793+08:00,132912472044,409b2dd8a3c46a9e92dcfe317e016539c047c48aac3bc54cd4f11df310885ded,deepseek2,deepseek2,235.7B,Q4_0
http://114.34.28.79:11434/api/tags,llama3.1:70b,llama3.1:70b,2024-10-24T15:09:11.835079749+08:00,39969751439,c0df3564cfe84c762092864d37bf9b28276a7d283895242588ffcc7582c98f02,llama,llama,70.6B,Q4_0
http://104.196.248.28/api/tags,qwen2.5-coder:32b,qwen2.5-coder:32b,2024-12-31T22:52:16.330462386+06:00,19851349856,4bd6cbf2d094264457a17aab6bd6acd1ed7a72fb8f8be3cfb193f63c78dd56df,qwen2,qwen2,32.8B,Q4_K_M
http://104.196.248.28/api/tags,llama3.1:latest,llama3.1:latest,2024-08-05T21:35:20.783784917+06:00,4661226402,62757c860e01d552d4e46b09c6b8d5396ef9015210105427e05a8b27d7727ed2,llama,llama,8.0B,Q4_0
http://121.6.50.203:6664/api/tags,qwen2.5-coder:14b,qwen2.5-coder:14b,2025-02-07T21:52:15.183195+08:00,8988124256,3028237cc8c52fea4e77185d72cc997b2e90392791f7c82fe1c71995d56e642d,qwen2,qwen2,14.8B,Q4_K_M
http://121.6.50.203:6664/api/tags,mistral:latest,mistral:latest,2025-02-07T21:52:13.104379+08:00,4113301824,f974a74358d62a017b37c6f424fcdf2744ca02926c4f952513ddf474b2fa5091,llama,llama,7.2B,Q4_0
http://121.6.50.203:6664/api/tags,llava:latest,llava:latest,2025-02-07T21:52:11.0552253+08:00,4733363377,8dd30f6b0cb19f555f2c7a7ebda861449ea2cc76bf1f44e262931f45fc81d081,llama,"llama,clip",7B,Q4_0
http://121.6.50.203:6664/api/tags,llama3.2:latest,llama3.2:latest,2025-02-07T21:52:08.7209271+08:00,2019393189,a80c4f17acd55265feec403c7aef86be0c25983ab279d83f3bcd3abbcb5b8b72,llama,llama,3.2B,Q4_K_M
http://121.6.50.203:6664/api/tags,gemma:latest,gemma:latest,2025-02-07T21:52:06.7218368+08:00,5011853225,a72c7f4d0a15522df81486d13ce432c79e191bda2558d024fbad4362c4f7cbf8,gemma,gemma,9B,Q4_0
http://121.6.50.203:6664/api/tags,deepseek-r1:latest,deepseek-r1:latest,2025-02-07T21:52:04.2051862+08:00,4683075271,0a8c266910232fd3291e71e5ba1e058cc5af9d411192cf88b6d30e92b6e73163,qwen2,qwen2,7.6B,Q4_K_M
http://121.6.50.203:6664/api/tags,deepseek-r1:14b,deepseek-r1:14b,2025-02-07T21:52:02.1786264+08:00,8988112040,ea35dfe18182f635ee2b214ea30b7520fe1ada68da018f8b395b444b662d4f1a,qwen2,qwen2,14.8B,Q4_K_M
http://121.6.50.203:6664/api/tags,codestral:latest,codestral:latest,2025-02-07T21:52:00.1488353+08:00,12569170438,0898a8b286d56d8105587049fec69634fce83c957230fc13f0acfe03b7b11909,llama,llama,22.2B,Q4_0
http://121.6.50.203:6664/api/tags,codegemma:latest,codegemma:latest,2025-02-07T21:51:57.8567193+08:00,5011852809,0c96700aaada572ce9bb6999d1fda9b53e9e6cef5d74fda1e066a1ba811b93f3,gemma,gemma,9B,Q4_0
http://121.6.50.203:6664/api/tags,bakllava:latest,bakllava:latest,2025-02-07T21:51:55.6246399+08:00,4733351307,3dd68bd4447cba20e20deba918749e7f58ff689a8ba4a90c9ff9dc9118037486,llama,"llama,clip",7B,Q4_0
http://140.83.80.248:10101/api/tags,gemma2:2b,gemma2:2b,2025-02-05T07:08:24.148516638Z,1629518495,8ccf136fdd5298f3ffe2d69862750ea7fb56555fa4d5b18c04e3fa4d82ee09d7,gemma2,gemma2,2.6B,Q4_0
http://140.83.80.248:10101/api/tags,codegemma:latest,codegemma:latest,2025-02-05T00:25:33.029140108Z,5011852809,0c96700aaada572ce9bb6999d1fda9b53e9e6cef5d74fda1e066a1ba811b93f3,gemma,gemma,9B,Q4_0
http://140.83.80.248:10101/api/tags,gemma:7b,gemma:7b,2025-01-07T14:14:03.544073043Z,5011853225,a72c7f4d0a15522df81486d13ce432c79e191bda2558d024fbad4362c4f7cbf8,gemma,gemma,9B,Q4_0
http://140.83.80.248:10101/api/tags,qwen2.5:3b,qwen2.5:3b,2025-01-06T13:45:17.680141651Z,1929912432,357c53fb659c5076de1d65ccb0b397446227b71a42be9d1603d46168015c9e4b,qwen2,qwen2,3.1B,Q4_K_M
http://140.83.80.248:10101/api/tags,qwen2.5-coder:32b,qwen2.5-coder:32b,2024-12-31T16:52:17.259097965Z,19851349856,4bd6cbf2d094264457a17aab6bd6acd1ed7a72fb8f8be3cfb193f63c78dd56df,qwen2,qwen2,32.8B,Q4_K_M
http://140.83.80.248:10101/api/tags,bge-m3:latest,bge-m3:latest,2024-12-17T16:00:44.4554414Z,1157672605,7907646426070047a77226ac3e684fbbe8410524f7b4a74d02837e43f2146bab,bert,bert,566.70M,F16
http://140.83.80.248:10101/api/tags,llama3.2-vision:latest,llama3.2-vision:latest,2024-11-12T00:54:59.223656185Z,7901829417,38107a0cd11910a31c300fcfd1e9a107b2928e56ebabd14598702170b004773e,mllama,"mllama,mllama",9.8B,Q4_K_M
http://140.83.80.248:10101/api/tags,llama3.2:latest,llama3.2:latest,2024-10-25T09:39:51.862904818Z,2019393189,a80c4f17acd55265feec403c7aef86be0c25983ab279d83f3bcd3abbcb5b8b72,llama,llama,3.2B,Q4_K_M
http://140.83.80.248:10101/api/tags,gemma2:latest,gemma2:latest,2024-10-25T09:23:19.171283262Z,5443152417,ff02c3702f322b9e075e9568332d96c0a7028002f1a5a056e0a6784320a4db0b,gemma2,gemma2,9.2B,Q4_0
http://140.83.80.248:10101/api/tags,qwen2.5:32b,qwen2.5:32b,2024-10-24T15:14:45.978467897Z,19851349669,9f13ba1299afea09d9a956fc6a85becc99115a6d596fae201a5487a03bdc4368,qwen2,qwen2,32.8B,Q4_K_M
http://140.83.80.248:10101/api/tags,llama3.1:latest,llama3.1:latest,2024-09-21T05:17:06.398776522Z,4661230766,42182419e9508c30c4b1fe55015f06b65f4ca4b9e28a744be55008d21998a093,llama,llama,8.0B,Q4_0
http://140.83.80.248:10101/api/tags,qwen2.5:0.5b,qwen2.5:0.5b,2024-09-20T04:52:23.999291544Z,397821319,a8b0c51577010a279d933d14c2a8ab4b268079d44c5c8830c0a93900f1827c67,qwen2,qwen2,494.03M,Q4_K_M
http://140.83.80.248:10101/api/tags,gemma2:27b,gemma2:27b,2024-07-21T19:20:44.871581699Z,15628387458,53261bc9c192c1cb5fcc898dd3aa15da093f5ab6f08e17e48cf838bb1c58abfe,gemma2,gemma2,27.2B,Q4_0
http://140.83.80.248:10101/api/tags,quentinz/bge-base-zh-v1.5:latest,quentinz/bge-base-zh-v1.5:latest,2024-07-21T11:11:48.841220425Z,204755928,cd232613fa6f9d030c6d3c244c132bbab36e3f6d7bc75a03e9b71fd9299add0f,bert,bert,101.68M,F16
http://140.83.80.248:10101/api/tags,jcai/llama-3-taiwan-8b-instruct:f16,jcai/llama-3-taiwan-8b-instruct:f16,2024-07-12T07:55:45.095509501Z,16069437746,1455021ead7dc4f6007c6dfbd1990c212ab577dc1405a4f364b0f1932af9a35c,llama,llama,8.0B,F16
http://140.83.80.248:10101/api/tags,smartcreation/dmeta-embedding-zh:f16,smartcreation/dmeta-embedding-zh:f16,2024-07-08T13:04:09.751721039Z,204755687,79740f245d09c67a4d4d3ce13bc23a10625e4a867033de538dd15055eb2c69fd,bert,bert,102.07M,F16
http://140.83.80.248:10101/api/tags,smartcreation/zpoint_large_embedding_zh:latest,smartcreation/zpoint_large_embedding_zh:latest,2024-07-07T19:07:52.275938819Z,1298271691,1c8353364f3c1ddb4b39c53bbcde640fb12212aa39b6fa65bbb28e0e351805de,bert,bert,324.47M,unknown
http://140.83.80.248:10101/api/tags,llama3:latest,llama3:latest,2024-06-12T08:36:48.704493158Z,4661224676,365c0bd3c000a25d28ddbf732fe1c6add414de7275464c4e4d1c3b5fcb5d8ad1,llama,llama,8.0B,Q4_0
http://140.83.80.248:10101/api/tags,llava-llama3:latest,llava-llama3:latest,2024-05-25T21:41:51.893017314Z,5545682182,44c161b1f46523301da9c0cc505afa4a4a0cc62f580581d98a430bb21acd46de,llama,"llama,clip",8B,Q4_K_M
http://140.83.80.248:10101/api/tags,ycchen/breeze-7b-instruct-v1_0:latest,ycchen/breeze-7b-instruct-v1_0:latest,2024-04-19T19:36:05.103501256Z,4279195330,6207d6d81c310913c4f0d081503d9e3e89a96671c473b5d34d235e8fb6d517de,llama,llama,7B,Q4_0
http://159.54.166.22:11434/api/tags,qwen2:0.5b,qwen2:0.5b,2025-02-06T19:41:10.853860217Z,352164041,6f48b936a09f7743c7dd30e72fdb14cba296bc5861902e4d0c387e8fb5050b39,qwen2,qwen2,494.03M,Q4_0
http://159.54.166.22:11434/api/tags,qwen2:1.5b,qwen2:1.5b,2025-02-06T19:31:52.276705976Z,934964102,f6daf2b25194025ae2d5288f2afd041997ce48116807a3b612c1a96b09bec03a,qwen2,qwen2,1.5B,Q4_0
http://159.54.166.22:11434/api/tags,tinyllama:latest,tinyllama:latest,2025-02-06T14:32:06.624657001Z,637700138,2644915ede352ea7bdfaff0bfac0be74c719d5d5202acb63a6fb095b52f394a4,llama,llama,1B,Q4_0
http://159.54.166.22:11434/api/tags,gemma2:2b,gemma2:2b,2025-02-06T04:41:21.49877339Z,1629518495,8ccf136fdd5298f3ffe2d69862750ea7fb56555fa4d5b18c04e3fa4d82ee09d7,gemma2,gemma2,2.6B,Q4_0
http://159.54.166.22:11434/api/tags,phi3.5:latest,phi3.5:latest,2025-02-06T04:32:36.33736228Z,2176178843,61819fb370a3c1a9be6694869331e5f85f867a079e9271d66cb223acb81d04ba,phi3,phi3,3.8B,Q4_0
http://159.54.166.22:11434/api/tags,llama3.2:latest,llama3.2:latest,2025-02-06T03:55:45.91691189Z,2019393189,a80c4f17acd55265feec403c7aef86be0c25983ab279d83f3bcd3abbcb5b8b72,llama,llama,3.2B,Q4_K_M
http://159.54.166.22:11434/api/tags,deepseek-r1:1.5b,deepseek-r1:1.5b,2025-02-06T03:22:03.421571172Z,1117322599,a42b25d8c10a841bd24724309898ae851466696a7d7f3a0a408b895538ccbc96,qwen2,qwen2,1.8B,Q4_K_M
http://121.6.50.203:6664/api/tags,qwen2.5-coder:14b,qwen2.5-coder:14b,2025-02-07T21:52:15.183195+08:00,8988124256,3028237cc8c52fea4e77185d72cc997b2e90392791f7c82fe1c71995d56e642d,qwen2,qwen2,14.8B,Q4_K_M
http://121.6.50.203:6664/api/tags,mistral:latest,mistral:latest,2025-02-07T21:52:13.104379+08:00,4113301824,f974a74358d62a017b37c6f424fcdf2744ca02926c4f952513ddf474b2fa5091,llama,llama,7.2B,Q4_0
http://121.6.50.203:6664/api/tags,llava:latest,llava:latest,2025-02-07T21:52:11.0552253+08:00,4733363377,8dd30f6b0cb19f555f2c7a7ebda861449ea2cc76bf1f44e262931f45fc81d081,llama,"llama,clip",7B,Q4_0
http://121.6.50.203:6664/api/tags,llama3.2:latest,llama3.2:latest,2025-02-07T21:52:08.7209271+08:00,2019393189,a80c4f17acd55265feec403c7aef86be0c25983ab279d83f3bcd3abbcb5b8b72,llama,llama,3.2B,Q4_K_M
http://121.6.50.203:6664/api/tags,gemma:latest,gemma:latest,2025-02-07T21:52:06.7218368+08:00,5011853225,a72c7f4d0a15522df81486d13ce432c79e191bda2558d024fbad4362c4f7cbf8,gemma,gemma,9B,Q4_0
http://121.6.50.203:6664/api/tags,deepseek-r1:latest,deepseek-r1:latest,2025-02-07T21:52:04.2051862+08:00,4683075271,0a8c266910232fd3291e71e5ba1e058cc5af9d411192cf88b6d30e92b6e73163,qwen2,qwen2,7.6B,Q4_K_M
http://121.6.50.203:6664/api/tags,deepseek-r1:14b,deepseek-r1:14b,2025-02-07T21:52:02.1786264+08:00,8988112040,ea35dfe18182f635ee2b214ea30b7520fe1ada68da018f8b395b444b662d4f1a,qwen2,qwen2,14.8B,Q4_K_M
http://121.6.50.203:6664/api/tags,codestral:latest,codestral:latest,2025-02-07T21:52:00.1488353+08:00,12569170438,0898a8b286d56d8105587049fec69634fce83c957230fc13f0acfe03b7b11909,llama,llama,22.2B,Q4_0
http://121.6.50.203:6664/api/tags,codegemma:latest,codegemma:latest,2025-02-07T21:51:57.8567193+08:00,5011852809,0c96700aaada572ce9bb6999d1fda9b53e9e6cef5d74fda1e066a1ba811b93f3,gemma,gemma,9B,Q4_0
http://121.6.50.203:6664/api/tags,bakllava:latest,bakllava:latest,2025-02-07T21:51:55.6246399+08:00,4733351307,3dd68bd4447cba20e20deba918749e7f58ff689a8ba4a90c9ff9dc9118037486,llama,"llama,clip",7B,Q4_0
http://13.76.73.247:8001/api/tags,llama3.1:latest,llama3.1:latest,2025-01-23T03:29:14.154274924Z,4920753328,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,llama,llama,8.0B,Q4_K_M
http://146.190.13.71:11434/api/tags,smollm2:135m,smollm2:135m,2025-01-24T07:20:29.421457494Z,270898672,9077fe9d2ae1a4a41a868836b56b8163731a8fe16621397028c2c76f838c6907,llama,llama,134.52M,F16
http://146.190.13.71:11434/api/tags,qwen2.5:1.5b,qwen2.5:1.5b,2025-01-01T22:10:39.670213136Z,986061892,65ec06548149b04c096a120e4a6da9d4017ea809c91734ea5631e89f96ddc57b,qwen2,qwen2,1.5B,Q4_K_M
http://146.190.13.71:11434/api/tags,qwen:0.5b,qwen:0.5b,2024-09-08T11:15:51.71683115Z,394998579,b5dc5e784f2a3ee1582373093acf69a2f4e2ac1710b253a001712b86a61f88bb,qwen2,qwen2,620M,Q4_0
http://146.190.13.71:11434/api/tags,llama3:latest,llama3:latest,2024-09-07T06:58:14.198001761Z,4661224676,365c0bd3c000a25d28ddbf732fe1c6add414de7275464c4e4d1c3b5fcb5d8ad1,llama,llama,8.0B,Q4_0
http://146.190.13.71:11434/api/tags,llama2:latest,llama2:latest,2024-07-17T06:29:00.92227367Z,3826793677,78e26419b4469263f75331927a00a0284ef6544c1975b826b15abdaef17bb962,llama,llama,7B,Q4_0
http://146.190.13.71:11434/api/tags,nomic-embed-text:latest,nomic-embed-text:latest,2024-07-13T22:42:33.371348983Z,274302450,0a109f422b47e3a30ba2b10eca18548e944e8a23073ee3f3e947efcf3c45e59f,nomic-bert,nomic-bert,137M,F16
http://146.190.13.71:11434/api/tags,phi3:mini,phi3:mini,2024-07-13T22:09:54.954706124Z,2176178401,d184c916657ef4eaff1908b1955043cec01e7aafd2cef8a5bbfd405a7d35d1fb,phi3,phi3,3.8B,Q4_0
http://146.190.13.71:11434/api/tags,phi3:medium-128k,phi3:medium-128k,2024-07-13T22:09:05.739261371Z,7897126914,3aeb385c7040b25564512708f03b84c7c8f2546475229fd6ae03ac688a9a9511,phi3,phi3,14.0B,Q4_0
http://138.2.83.222:11434/api/tags,deepseek-r1:1.5b,deepseek-r1:1.5b,2025-02-06T10:00:18.637618562+08:00,1117322599,a42b25d8c10a841bd24724309898ae851466696a7d7f3a0a408b895538ccbc96,qwen2,qwen2,1.8B,Q4_K_M
http://152.70.123.189:11434/api/tags,deepseek-r1:8b,deepseek-r1:8b,2025-02-03T04:57:42.775695035Z,4920738407,28f8fd6cdc677661426adab9338ce3c013d7e69a5bea9e704b364171a5d61a10,llama,llama,8.0B,Q4_K_M
http://152.70.123.189:11434/api/tags,deepseek-r1:32b,deepseek-r1:32b,2025-02-03T04:07:55.933792255Z,19851337640,38056bbcbb2d068501ecb2d5ea9cea9dd4847465f1ab88c4d4a412a9f7792717,qwen2,qwen2,32.8B,Q4_K_M
http://138.2.83.222:11434/api/tags,deepseek-r1:1.5b,deepseek-r1:1.5b,2025-02-06T10:00:18.637618562+08:00,1117322599,a42b25d8c10a841bd24724309898ae851466696a7d7f3a0a408b895538ccbc96,qwen2,qwen2,1.8B,Q4_K_M
http://194.195.90.193:11434/api/tags,deepseek-r1:1.5b,deepseek-r1:1.5b,2025-01-30T01:03:58.039697288+07:00,1117322599,a42b25d8c10a841bd24724309898ae851466696a7d7f3a0a408b895538ccbc96,qwen2,qwen2,1.8B,Q4_K_M
http://52.23.201.169:11434/api/tags,qwen2.5:1.5b,qwen2.5:1.5b,2025-01-01T22:10:44.486347844Z,986061892,65ec06548149b04c096a120e4a6da9d4017ea809c91734ea5631e89f96ddc57b,qwen2,qwen2,1.5B,Q4_K_M
http://52.23.201.169:11434/api/tags,qwen2.5:0.5b,qwen2.5:0.5b,2025-01-01T21:34:09.218427447Z,397821319,a8b0c51577010a279d933d14c2a8ab4b268079d44c5c8830c0a93900f1827c67,qwen2,qwen2,494.03M,Q4_K_M
http://52.23.201.169:11434/api/tags,llama3.2:1b,llama3.2:1b,2024-12-07T09:43:18.374034657Z,1321098329,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,llama,llama,1.2B,Q8_0
http://52.23.201.169:11434/api/tags,llama3.2:latest,llama3.2:latest,2024-12-07T09:39:04.296344576Z,2019393189,a80c4f17acd55265feec403c7aef86be0c25983ab279d83f3bcd3abbcb5b8b72,llama,llama,3.2B,Q4_K_M
http://50.232.43.11:11434/api/tags,deepseek-r1:latest,deepseek-r1:latest,2025-02-01T18:01:54.009371173-05:00,4683075271,0a8c266910232fd3291e71e5ba1e058cc5af9d411192cf88b6d30e92b6e73163,qwen2,qwen2,7.6B,Q4_K_M
http://50.232.43.11:11434/api/tags,milkey/reader-lm-v2:latest,milkey/reader-lm-v2:latest,2025-01-21T10:25:34.511384241-05:00,1117319838,2ad3d696dd7aeb7d0c59d43abcdfc2ca37b67aad54829c8d1cb9319211fc0a89,qwen2,qwen2,1.8B,Q4_K_M
http://50.232.43.11:11434/api/tags,reader-lm:1.5b,reader-lm:1.5b,2025-01-21T05:23:55.234063866-05:00,934966934,33da2b9e0afe889906c8cd52bd8957e5bd56747b6b7787206f170bbd5184092a,qwen2,qwen2,1.5B,Q4_0
http://50.232.43.11:11434/api/tags,qwen2.5-coder:32b,qwen2.5-coder:32b,2024-11-19T10:15:42.694455222-05:00,19851349856,4bd6cbf2d094264457a17aab6bd6acd1ed7a72fb8f8be3cfb193f63c78dd56df,qwen2,qwen2,32.8B,Q4_K_M
http://50.232.43.11:11434/api/tags,mistral:latest,mistral:latest,2024-11-14T13:39:08.527863315-05:00,4113301824,f974a74358d62a017b37c6f424fcdf2744ca02926c4f952513ddf474b2fa5091,llama,llama,7.2B,Q4_0
http://50.232.43.11:11434/api/tags,codegemma:latest,codegemma:latest,2024-11-07T10:07:36.59455252-05:00,5011852809,0c96700aaada572ce9bb6999d1fda9b53e9e6cef5d74fda1e066a1ba811b93f3,gemma,gemma,9B,Q4_0
http://50.232.43.11:11434/api/tags,llava:latest,llava:latest,2024-11-06T10:23:57.510651564-05:00,4733363377,8dd30f6b0cb19f555f2c7a7ebda861449ea2cc76bf1f44e262931f45fc81d081,llama,"llama,clip",7B,Q4_0
http://50.232.43.11:11434/api/tags,llama3.1:latest,llama3.1:latest,2024-11-05T11:15:29.29616917-05:00,4661230766,42182419e9508c30c4b1fe55015f06b65f4ca4b9e28a744be55008d21998a093,llama,llama,8.0B,Q4_0
http://50.232.43.11:11434/api/tags,llama3.2:latest,llama3.2:latest,2024-11-01T12:53:03.133516598-04:00,2019393189,a80c4f17acd55265feec403c7aef86be0c25983ab279d83f3bcd3abbcb5b8b72,llama,llama,3.2B,Q4_K_M
http://195.189.60.190/api/tags,llama3:latest,llama3:latest,2024-05-07T10:34:38.493249957Z,4661224752,fece8091a40e2a7042ff2f83a90bb48c6050ce99753616c7f72ab670afc93834,llama,llama,8B,Q4_0
http://5.58.238.38:11434/api/tags,smollm2:135m,smollm2:135m,2025-02-07T18:59:47.489855167Z,270898672,9077fe9d2ae1a4a41a868836b56b8163731a8fe16621397028c2c76f838c6907,llama,llama,134.52M,F16
http://5.58.238.38:11434/api/tags,llama2-uncensored:latest,llama2-uncensored:latest,2024-05-16T21:28:31.846506038Z,3825819449,44040b9222331f7eacd27ec9254e42de585af28d2c5d1211cdaeb3ffa361fe3f,llama,None,7B,Q4_0
http://5.58.238.38:11434/api/tags,phi3:latest,phi3:latest,2024-05-05T01:52:06.547575983Z,2318920898,a2c89ceaed85371d0b8a51b5cc70ff054acc37465ea25e72e1612fe28bce7ad9,llama,llama,4B,Q4_K_M
http://5.58.238.38:11434/api/tags,llama3:latest,llama3:latest,2024-05-04T23:29:14.077745386Z,4661224578,a6990ed6be412c6a217614b0ec8e9cd6800a743d5dd7e1d7fbe9df09e61d5615,llama,llama,8B,Q4_0
http://5.58.238.38:11434/api/tags,impulse2000/dolphincoder-starcoder2-7b:latest,impulse2000/dolphincoder-starcoder2-7b:latest,2024-05-04T23:01:53.285664893Z,4588696424,7c430080facce714c8eefca3001b7549d16090510beed4b1c7276f11ef009861,starcoder2,starcoder2,7B,Q4_K_M
http://5.58.238.38:11434/api/tags,dolphincoder:7b,dolphincoder:7b,2024-05-04T22:05:46.61527202Z,4228621452,677555f1f316046106cc4cc8fe9e1b4d35abffa137cb6fb2af1a284964f06119,starcoder2,starcoder2,7B,Q4_0
http://5.58.238.38:11434/api/tags,codeup:latest,codeup:latest,2024-05-04T22:02:27.957404918Z,7365835291,54289661f7a9c9568ec1dac8901ba56d3fb92a43dfa22fd711385ee56006e4e8,llama,None,13B,Q4_0
